candidate_idx,max_prob,t_max_s,mean_prob,p95_prob,frames,bpm,subdivision,pulse_kind,carrier_hz,burst_ms,decay_ms,noise_low_hz,noise_high_hz,rms,frames_ge_0p97,detections_ge_0p97,frames_ge_0p99,detections_ge_0p99,frames_ge_0p995,detections_ge_0p995,frames_ge_0p996,detections_ge_0p996,frames_ge_0p999,detections_ge_0p999
60,0.88671875,0.75,0.2638802230358124,0.6640625,600,90,1,noise,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
64,0.88671875,0.6900000000000001,0.4709895849227905,0.796875,600,90,1,noise,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
65,0.88671875,0.15,0.2314973920583725,0.6640625,600,90,1,hybrid,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
66,0.88671875,4.15,0.21004557609558105,0.5859375,600,90,1,hybrid,350,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
88,0.88671875,0.26,0.3639713525772095,0.84765625,600,90,1,hybrid,350,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
96,0.88671875,4.29,0.1407291740179062,0.5898437499999964,600,90,1,hybrid,350,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
101,0.88671875,0.26,0.17664062976837158,0.734375,600,90,1,hybrid,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
117,0.88671875,1.6600000000000001,0.1265169233083725,0.5,600,90,1,hybrid,700,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
306,0.88671875,1.32,0.16673177480697632,0.5,600,90,2,hybrid,700,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
363,0.88671875,1.44,0.30379557609558105,0.6640625,600,90,2,tone,700,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
365,0.88671875,1.44,0.30379557609558105,0.6640625,600,90,2,tone,700,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
367,0.88671875,1.44,0.30379557609558105,0.6640625,600,90,2,tone,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
371,0.88671875,0.16,0.24803385138511658,0.5859375,600,90,2,tone,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
373,0.88671875,0.16,0.24803385138511658,0.5859375,600,90,2,tone,700,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
375,0.88671875,0.16,0.24803385138511658,0.5859375,600,90,2,tone,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
377,0.88671875,0.16,0.14880859851837158,0.5,600,90,2,tone,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
438,0.88671875,0.32,0.2027473896741867,0.734375,600,120,1,noise,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
445,0.88671875,0.85,0.21738281846046448,0.734375,600,120,1,noise,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
499,0.88671875,2.27,0.37312498688697815,0.734375,600,120,1,hybrid,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
1,0.84765625,1.27,0.23139631748199463,0.5859375,598,90,1,noise,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
4,0.84765625,0.45,0.16935546696186066,0.6640625,600,90,1,noise,350,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
5,0.84765625,1.68,0.30509766936302185,0.6640625,600,90,1,noise,350,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
6,0.84765625,0.58,0.20337890088558197,0.5859375,600,90,1,noise,350,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
10,0.84765625,4.5200000000000005,0.19990885257720947,0.5859375,600,90,1,noise,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
16,0.84765625,1.44,0.2694856822490692,0.734375,600,90,1,noise,350,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
30,0.84765625,2.1,0.2605143189430237,0.6640625,600,90,1,noise,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
32,0.84765625,0.04,0.24304036796092987,0.6640625,600,90,1,noise,350,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
38,0.84765625,2.5300000000000002,0.1975846290588379,0.5859375,600,90,1,noise,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
43,0.84765625,1.37,0.3121028542518616,0.734375,600,90,1,noise,700,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
46,0.84765625,4.44,0.257428377866745,0.5859375,600,90,1,noise,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
47,0.84765625,0.71,0.23635417222976685,0.6640625,600,90,1,noise,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
80,0.84765625,1.62,0.14956380426883698,0.6640625,600,90,1,hybrid,350,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
99,0.84765625,4.25,0.19350260496139526,0.5859375,600,90,1,hybrid,700,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
106,0.84765625,4.26,0.20223958790302277,0.6640625,600,90,1,hybrid,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
127,0.84765625,5.48,0.19852864742279053,0.5859375,600,90,1,hybrid,700,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
129,0.84765625,3.48,0.19397786259651184,0.6640625,600,90,1,tone,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
162,0.84765625,0.22,0.4033658802509308,0.734375,600,90,1,tone,700,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
163,0.84765625,3.12,0.45949217677116394,0.796875,600,90,1,tone,700,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
164,0.84765625,0.22,0.40307942032814026,0.734375,600,90,1,tone,700,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
165,0.84765625,3.12,0.45949217677116394,0.796875,600,90,1,tone,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
166,0.84765625,0.22,0.40307942032814026,0.734375,600,90,1,tone,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
167,0.84765625,3.12,0.45949217677116394,0.796875,600,90,1,tone,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
168,0.84765625,0.22,0.40307942032814026,0.734375,600,90,1,tone,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
194,0.84765625,2.82,0.24713541567325592,0.6640625,600,90,2,noise,350,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
197,0.84765625,2.37,0.30091145634651184,0.796875,600,90,2,noise,350,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
201,0.84765625,0.18,0.25263020396232605,0.6640625,600,90,2,noise,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
217,0.84765625,0.11,0.25366535782814026,0.734375,600,90,2,noise,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
218,0.84765625,0.13,0.059361979365348816,0.3359375,600,90,2,noise,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
221,0.84765625,0.81,0.16012369096279144,0.5,600,90,2,noise,350,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
222,0.84765625,3.13,0.12020833045244217,0.5,600,90,2,noise,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
257,0.84765625,0.04,0.053398437798023224,0.265625,600,90,2,hybrid,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
394,0.84765625,2.72,0.2236848920583725,0.5859375,600,120,1,noise,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
414,0.84765625,0.3,0.3402799367904663,0.734375,600,120,1,noise,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
449,0.84765625,5.08,0.31046876311302185,0.6640625,600,120,1,hybrid,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
450,0.84765625,4.94,0.3468033969402313,0.6640625,600,120,1,hybrid,350,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
457,0.84765625,0.09,0.06701822578907013,0.5,600,120,1,hybrid,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
464,0.84765625,1.77,0.2488671839237213,0.734375,600,120,1,hybrid,350,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
465,0.84765625,1.6,0.21854817867279053,0.5859375,600,120,1,hybrid,350,12,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
466,0.84765625,2.35,0.33451172709465027,0.6640625,600,120,1,hybrid,350,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
483,0.84765625,0.72,0.3558593690395355,0.734375,600,120,1,hybrid,700,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
500,0.84765625,0.27,0.24041014909744263,0.6640625,600,120,1,hybrid,700,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
14,0.796875,3.11,0.24895182251930237,0.5042968749999961,600,90,1,noise,350,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
28,0.796875,5.1000000000000005,0.24703125655651093,0.5859375,600,90,1,noise,350,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
34,0.796875,1.6500000000000001,0.1806705743074417,0.5,600,90,1,noise,700,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
37,0.796875,3.92,0.2618684768676758,0.5859375,600,90,1,noise,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
48,0.796875,2.84,0.2918229103088379,0.6640625,600,90,1,noise,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
50,0.796875,2.32,0.24163411557674408,0.5859375,600,90,1,noise,700,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
53,0.796875,5.24,0.2624283730983734,0.5859375,600,90,1,noise,700,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
58,0.796875,3.92,0.31572917103767395,0.5859375,600,90,1,noise,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
73,0.796875,0.15,0.05632161349058151,0.3359375,600,90,1,hybrid,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
81,0.796875,4.82,0.16218750178813934,0.4140625,600,90,1,hybrid,350,12,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
89,0.796875,0.15,0.07500650733709335,0.3359375,600,90,1,hybrid,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
94,0.796875,2.29,0.09422525763511658,0.5,600,90,1,hybrid,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
98,0.796875,0.24,0.24344401061534882,0.5,600,90,1,hybrid,700,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
108,0.796875,0.28,0.2241796851158142,0.5859375,600,90,1,hybrid,700,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
115,0.796875,0.22,0.17682291567325592,0.5859375,600,90,1,hybrid,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
120,0.796875,0.32,0.06276042014360428,0.3359375,600,90,1,hybrid,700,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
124,0.796875,0.27,0.22404296696186066,0.5859375,600,90,1,hybrid,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
125,0.796875,0.28,0.14970052242279053,0.5,600,90,1,hybrid,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
128,0.796875,0.79,0.1393294334411621,0.4183593749999961,600,90,1,hybrid,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
238,0.796875,2.95,0.09220051765441895,0.3359375,600,90,2,noise,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
253,0.796875,0.8200000000000001,0.1765885353088379,0.5,600,90,2,noise,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
261,0.796875,3.27,0.12763020396232605,0.4140625,600,90,2,hybrid,350,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
277,0.796875,4.92,0.08144531399011612,0.4140625,600,90,2,hybrid,350,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
287,0.796875,1.05,0.02161458320915699,0.11328125,600,90,2,hybrid,350,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
410,0.796875,4.25,0.22789713740348816,0.5,600,120,1,noise,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
9,0.734375,4.45,0.18421874940395355,0.5,600,90,1,noise,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
17,0.734375,1.75,0.2824023365974426,0.5859375,600,90,1,noise,350,12,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
20,0.734375,4.32,0.2049218714237213,0.5,600,90,1,noise,350,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
26,0.734375,4.45,0.19468098878860474,0.5,600,90,1,noise,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
29,0.734375,3.7,0.11878906190395355,0.3359375,600,90,1,noise,350,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
40,0.734375,0.31,0.19028645753860474,0.5859375,600,90,1,noise,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
45,0.734375,1.62,0.12947916984558105,0.3359375,600,90,1,noise,700,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
56,0.734375,4.98,0.18448567390441895,0.5,600,90,1,noise,700,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
62,0.734375,2.44,0.2001888006925583,0.5,600,90,1,noise,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
67,0.734375,3.48,0.10837239772081375,0.3359375,600,90,1,hybrid,350,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
75,0.734375,0.8200000000000001,0.0436197929084301,0.20624999999999716,600,90,1,hybrid,350,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
82,0.734375,3.48,0.20067057013511658,0.5,600,90,1,hybrid,350,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
93,0.734375,4.34,0.024401040747761726,0.15234375,600,90,1,hybrid,350,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
100,0.734375,4.26,0.13637369871139526,0.4140625,600,90,1,hybrid,700,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
118,0.734375,0.31,0.07853515446186066,0.3359375,600,90,1,hybrid,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
186,0.734375,0.29,0.10028646141290665,0.3359375,600,90,1,tone,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
188,0.734375,0.29,0.10028646141290665,0.3359375,600,90,1,tone,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
190,0.734375,0.29,0.10028646141290665,0.3359375,600,90,1,tone,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
192,0.734375,0.29,0.10028646141290665,0.3359375,600,90,1,tone,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
205,0.734375,2.6,0.1899934858083725,0.5042968749999961,600,90,2,noise,350,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
233,0.734375,0.03,0.16409505903720856,0.5859375,600,90,2,noise,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
259,0.734375,1.11,0.0827408879995346,0.3359375,600,90,2,hybrid,350,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
262,0.734375,0.25,0.18238280713558197,0.5042968749999961,600,90,2,hybrid,350,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
278,0.734375,4.28,0.0839322879910469,0.3359375,600,90,2,hybrid,350,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
291,0.734375,1.21,0.1095898449420929,0.3359375,600,90,2,hybrid,700,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
321,0.734375,4.8500000000000005,0.09957682341337204,0.4140625,600,90,2,tone,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
393,0.734375,0.48,0.22985677421092987,0.5859375,600,120,1,noise,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
409,0.734375,4.93,0.19101563096046448,0.5,600,120,1,noise,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
441,0.734375,0.43,0.19511719048023224,0.5,600,120,1,noise,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
451,0.734375,0.29,0.19673828780651093,0.5,600,120,1,hybrid,350,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
484,0.734375,3.27,0.2672070264816284,0.5859375,600,120,1,hybrid,700,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
487,0.734375,1.27,0.1759440153837204,0.5,600,120,1,hybrid,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
492,0.734375,2.71,0.1533268243074417,0.5,600,120,1,hybrid,700,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
2,0.6640625,0.98,0.1748046875,0.5,600,90,1,noise,350,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
22,0.6640625,1.87,0.19538411498069763,0.5,600,90,1,noise,350,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
41,0.6640625,0.58,0.17303384840488434,0.5,600,90,1,noise,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
54,0.6640625,3.67,0.18741536140441895,0.5,600,90,1,noise,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
57,0.6640625,0.53,0.1780598908662796,0.4140625,600,90,1,noise,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
83,0.6640625,1.48,0.10460937768220901,0.3359375,600,90,1,hybrid,350,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
104,0.6640625,2.2600000000000002,0.06485676765441895,0.265625,600,90,1,hybrid,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
116,0.6640625,0.24,0.0974414050579071,0.4140625,600,90,1,hybrid,700,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
126,0.6640625,4.15,0.10323567688465118,0.4140625,600,90,1,hybrid,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
237,0.6640625,4.04,0.06371744722127914,0.265625,600,90,2,noise,700,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
254,0.6640625,0.02,0.07744140923023224,0.265625,600,90,2,noise,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
264,0.6640625,2.44,0.10659505426883698,0.3359375,600,90,2,hybrid,350,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
274,0.6640625,5.82,0.0929947942495346,0.3359375,600,90,2,hybrid,350,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
467,0.6640625,1.28,0.16994141042232513,0.4140625,600,120,1,hybrid,350,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
42,0.5859375,2.2600000000000002,0.16832031309604645,0.4140625,600,90,1,noise,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
44,0.5859375,0.11,0.16619139909744263,0.4140625,600,90,1,noise,700,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
77,0.5859375,4.3,0.027727864682674408,0.15234375,600,90,1,hybrid,350,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
84,0.5859375,3.48,0.07174479216337204,0.265625,600,90,1,hybrid,350,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
102,0.5859375,2.25,0.07392577826976776,0.265625,600,90,1,hybrid,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
103,0.5859375,2.25,0.07457682490348816,0.265625,600,90,1,hybrid,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
107,0.5859375,0.23,0.16613280773162842,0.4140625,600,90,1,hybrid,700,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
111,0.5859375,0.77,0.12861327826976776,0.4140625,600,90,1,hybrid,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
112,0.5859375,2.77,0.08498697727918625,0.3359375,600,90,1,hybrid,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
170,0.5859375,0.22,0.10041666775941849,0.3359375,600,90,1,tone,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
172,0.5859375,0.22,0.10041666775941849,0.3359375,600,90,1,tone,700,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
174,0.5859375,0.22,0.10041666775941849,0.3359375,600,90,1,tone,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
176,0.5859375,0.22,0.10041666775941849,0.3359375,600,90,1,tone,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
206,0.5859375,0.05,0.03798828274011612,0.11328125,600,90,2,noise,350,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
258,0.5859375,2.77,0.08156249672174454,0.3359375,600,90,2,hybrid,350,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
265,0.5859375,0.1,0.01777343824505806,0.0859375,600,90,2,hybrid,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
290,0.5859375,1.29,0.14596353471279144,0.4140625,600,90,2,hybrid,700,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
305,0.5859375,2.64,0.11925781518220901,0.3359375,600,90,2,hybrid,700,12,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
307,0.5859375,4.89,0.10208984464406967,0.265625,600,90,2,hybrid,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
362,0.5859375,2.54,0.18508464097976685,0.5,600,90,2,tone,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
364,0.5859375,2.54,0.18508464097976685,0.5,600,90,2,tone,700,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
366,0.5859375,2.54,0.18508464097976685,0.5,600,90,2,tone,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
368,0.5859375,2.54,0.18508464097976685,0.5,600,90,2,tone,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
369,0.5859375,4.66,0.1864648461341858,0.4140625,600,90,2,tone,700,12,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
378,0.5859375,3.88,0.12371093779802322,0.3359375,600,90,2,tone,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
380,0.5859375,3.88,0.12371093779802322,0.3359375,600,90,2,tone,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
382,0.5859375,3.88,0.12371093779802322,0.3359375,600,90,2,tone,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
384,0.5859375,3.88,0.12371093779802322,0.3359375,600,90,2,tone,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
426,0.5859375,2.95,0.18154947459697723,0.4140625,600,120,1,noise,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
468,0.5859375,5.28,0.12182291597127914,0.3359375,600,120,1,hybrid,350,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
478,0.5859375,5.65,0.043411459773778915,0.203125,600,120,1,hybrid,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
486,0.5859375,4.2700000000000005,0.13587239384651184,0.3359375,600,120,1,hybrid,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
491,0.5859375,0.21,0.12013021111488342,0.4140625,600,120,1,hybrid,700,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
495,0.5859375,1.27,0.09203775972127914,0.265625,600,120,1,hybrid,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
61,0.5,0.0,0.11264322698116302,0.3359375,600,90,1,noise,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
109,0.5,0.27,0.08750651031732559,0.3359375,600,90,1,hybrid,700,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
110,0.5,0.26,0.06991536170244217,0.265625,600,90,1,hybrid,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
119,0.5,0.26,0.0778580754995346,0.3359375,600,90,1,hybrid,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
234,0.5,2.7800000000000002,0.04500000178813934,0.203125,600,90,2,noise,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
260,0.5,2.11,0.06661458313465118,0.265625,600,90,2,hybrid,350,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
272,0.5,5.28,0.022617187350988388,0.11328125,600,90,2,hybrid,350,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
276,0.5,1.78,0.05429036542773247,0.265625,600,90,2,hybrid,350,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
295,0.5,1.21,0.023320311680436134,0.11328125,600,90,2,hybrid,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
308,0.5,0.22,0.056555990129709244,0.15234375,600,90,2,hybrid,700,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
379,0.5,2.29,0.10781250149011612,0.2691406249999968,600,90,2,tone,700,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
381,0.5,2.29,0.10781250149011612,0.2691406249999968,600,90,2,tone,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
383,0.5,2.29,0.10781250149011612,0.2691406249999968,600,90,2,tone,700,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
452,0.5,1.29,0.13190755248069763,0.4140625,600,120,1,hybrid,350,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
489,0.5,3.13,0.09669921547174454,0.4140625,600,120,1,hybrid,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
493,0.5,0.21,0.03529296815395355,0.15234375,600,120,1,hybrid,700,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
13,0.4140625,2.97,0.1284114569425583,0.3359375,600,90,1,noise,350,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
68,0.4140625,0.15,0.08033854514360428,0.265625,600,90,1,hybrid,350,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
250,0.4140625,2.47,0.05758463591337204,0.20624999999999716,600,90,2,noise,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
270,0.4140625,5.38,0.034231770783662796,0.15234375,600,90,2,hybrid,350,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
275,0.4140625,4.11,0.06078125163912773,0.265625,600,90,2,hybrid,350,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
292,0.4140625,2.22,0.05959635600447655,0.203125,600,90,2,hybrid,700,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
461,0.4140625,5.12,0.012233072891831398,0.04296875,600,120,1,hybrid,350,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
488,0.4140625,3.77,0.08910807222127914,0.265625,600,120,1,hybrid,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
494,0.4140625,1.28,0.034264322370290756,0.11328125,600,120,1,hybrid,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
