candidate_idx,max_prob,t_max_s,mean_prob,p95_prob,frames,bpm,subdivision,pulse_kind,carrier_hz,burst_ms,decay_ms,noise_low_hz,noise_high_hz,rms,frames_ge_0p97,detections_ge_0p97,frames_ge_0p99,detections_ge_0p99,frames_ge_0p995,detections_ge_0p995,frames_ge_0p996,detections_ge_0p996,frames_ge_0p999,detections_ge_0p999
44,0.9609375,0.11,0.1125716120004654,0.6015625,600,90,1,noise,700,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
57,0.9609375,4.16,0.21703776717185974,0.7734375,600,90,1,noise,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
195,0.9609375,4.0200000000000005,0.37031251192092896,0.8828125,600,90,2,noise,350,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
201,0.9609375,1.07,0.21682292222976685,0.8359375,600,90,2,noise,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
208,0.9609375,0.02,0.12820963561534882,0.69140625,600,90,2,noise,350,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
210,0.9609375,4.3,0.21893228590488434,0.7734375,600,90,2,noise,350,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
211,0.9609375,1.76,0.3842708468437195,0.8828125,600,90,2,noise,350,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
228,0.9609375,3.74,0.30276042222976685,0.8359375,600,90,2,noise,700,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
229,0.9609375,1.08,0.20570312440395355,0.7734375,600,90,2,noise,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
330,0.9609375,3.72,0.31517577171325684,0.8359375,600,90,2,tone,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
332,0.9609375,3.72,0.31517577171325684,0.8359375,600,90,2,tone,350,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
334,0.9609375,3.72,0.31517577171325684,0.8359375,600,90,2,tone,350,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
336,0.9609375,3.72,0.31517577171325684,0.8359375,600,90,2,tone,350,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
379,0.9609375,1.46,0.05491536483168602,0.2265625,600,90,2,tone,700,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
381,0.9609375,1.46,0.05491536483168602,0.2265625,600,90,2,tone,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
383,0.9609375,1.46,0.05491536483168602,0.2265625,600,90,2,tone,700,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
387,0.9609375,1.1,0.4389062523841858,0.8828125,600,120,1,noise,350,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
411,0.9609375,0.23,0.2590104043483734,0.8359375,600,120,1,noise,350,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
412,0.9609375,0.44,0.15621094405651093,0.7734375,600,120,1,noise,350,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
419,0.9609375,1.1,0.3957812488079071,0.8359375,600,120,1,noise,700,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
421,0.9609375,0.6,0.26880207657814026,0.7734375,600,120,1,noise,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
3,0.9453125,4.11,0.33927735686302185,0.8359375,600,90,1,noise,350,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
18,0.9453125,0.12,0.2249934822320938,0.8359375,600,90,1,noise,350,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
20,0.9453125,0.11,0.24803385138511658,0.8359375,600,90,1,noise,350,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
41,0.9453125,0.79,0.2474479228258133,0.8359375,600,90,1,noise,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
101,0.9453125,0.12,0.09764322638511658,0.3984375,600,90,1,hybrid,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
115,0.9453125,0.12,0.24205078184604645,0.7734375,600,90,1,hybrid,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
138,0.9453125,4.3,0.19176432490348816,0.7734375,600,90,1,tone,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
139,0.9453125,0.38,0.10272135585546494,0.69140625,600,90,1,tone,350,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
140,0.9453125,4.3,0.19176432490348816,0.7734375,600,90,1,tone,350,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
141,0.9453125,0.38,0.10272135585546494,0.69140625,600,90,1,tone,350,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
142,0.9453125,4.3,0.19176432490348816,0.7734375,600,90,1,tone,350,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
143,0.9453125,0.38,0.10272135585546494,0.69140625,600,90,1,tone,350,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
144,0.9453125,4.3,0.19176432490348816,0.7734375,600,90,1,tone,350,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
194,0.9453125,3.4,0.17624348402023315,0.69140625,600,90,2,noise,350,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
242,0.9453125,2.44,0.17552083730697632,0.69140625,600,90,2,noise,700,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
243,0.9453125,3.94,0.3761523365974426,0.8828125,600,90,2,noise,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
291,0.9453125,2.4,0.2711132764816284,0.8359375,600,90,2,hybrid,700,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
388,0.9453125,5.1000000000000005,0.2802213430404663,0.8359375,600,120,1,noise,350,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
435,0.9453125,4.61,0.3085481822490692,0.7734375,600,120,1,noise,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
436,0.9453125,0.1,0.20635417103767395,0.7734375,600,120,1,noise,700,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
441,0.9453125,3.96,0.2825130224227905,0.7734375,600,120,1,noise,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
443,0.9453125,2.23,0.2570572793483734,0.7734375,600,120,1,noise,700,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
486,0.9453125,1.6,0.14758463203907013,0.69140625,600,120,1,hybrid,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
496,0.9453125,3.73,0.091796875,0.6015625,600,120,1,hybrid,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
1,0.91796875,1.35,0.3925193250179291,0.8828125,598,90,1,noise,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
2,0.91796875,4.33,0.23951171338558197,0.69140625,600,90,1,noise,350,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
5,0.91796875,0.55,0.2544531226158142,0.7734375,600,90,1,noise,350,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
22,0.91796875,1.59,0.0886458307504654,0.3984375,600,90,1,noise,350,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
34,0.91796875,3.45,0.1661197990179062,0.6015625,600,90,1,noise,700,6,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
36,0.91796875,4.3500000000000005,0.19473306834697723,0.69140625,600,90,1,noise,700,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
51,0.91796875,2.11,0.26830077171325684,0.7734375,600,90,1,noise,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
62,0.91796875,4.3500000000000005,0.23553384840488434,0.69140625,600,90,1,noise,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
86,0.91796875,0.86,0.04847005382180214,0.3984375,600,90,1,hybrid,350,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
185,0.91796875,0.07,0.08445963263511658,0.6015625,600,90,1,tone,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
232,0.91796875,5.37,0.13757161796092987,0.69140625,600,90,2,noise,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
233,0.91796875,5.74,0.10917969048023224,0.6015625,600,90,2,noise,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
238,0.91796875,2.73,0.10483723878860474,0.6015625,600,90,2,noise,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
240,0.91796875,5.72,0.16785156726837158,0.69140625,600,90,2,noise,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
244,0.91796875,1.29,0.17324869334697723,0.7734375,600,90,2,noise,700,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
247,0.91796875,2.37,0.2739322781562805,0.7734375,600,90,2,noise,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
249,0.91796875,1.03,0.13924479484558105,0.5,600,90,2,noise,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
292,0.91796875,5.4,0.2787174582481384,0.7734375,600,90,2,hybrid,700,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
345,0.91796875,0.63,0.07289713621139526,0.30859375,600,90,2,tone,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
389,0.91796875,0.1,0.12878906726837158,0.5,600,120,1,noise,350,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
391,0.91796875,5.7,0.20753906667232513,0.6015625,600,120,1,noise,350,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
396,0.91796875,4.22,0.1443749964237213,0.6015625,600,120,1,noise,350,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
405,0.91796875,1.58,0.20254556834697723,0.69140625,600,120,1,noise,350,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
425,0.91796875,2.1,0.1315104216337204,0.6015625,600,120,1,noise,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
444,0.91796875,0.23,0.13089193403720856,0.69140625,600,120,1,noise,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
8,0.8828125,5.58,0.1254296898841858,0.5,600,90,1,noise,350,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
15,0.8828125,0.34,0.17693358659744263,0.6015625,600,90,1,noise,350,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
19,0.8828125,1.46,0.23880209028720856,0.69140625,600,90,1,noise,350,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
24,0.8828125,3.0,0.09279947727918625,0.3984375,600,90,1,noise,350,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
37,0.8828125,0.56,0.1754492223262787,0.69140625,600,90,1,noise,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
39,0.8828125,1.3800000000000001,0.18643879890441895,0.6015625,600,90,1,noise,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
50,0.8828125,0.12,0.16658854484558105,0.6060546874999959,600,90,1,noise,700,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
58,0.8828125,1.49,0.04873697832226753,0.2265625,600,90,1,noise,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
103,0.8828125,0.84,0.16565103828907013,0.5,600,90,1,hybrid,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
104,0.8828125,0.84,0.1660677045583725,0.6015625,600,90,1,hybrid,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
118,0.8828125,2.17,0.13344401121139526,0.5,600,90,1,hybrid,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
186,0.8828125,4.39,0.04514973983168602,0.16718749999999716,600,90,1,tone,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
188,0.8828125,4.39,0.04514973983168602,0.16718749999999716,600,90,1,tone,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
190,0.8828125,4.39,0.04514973983168602,0.16718749999999716,600,90,1,tone,700,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
192,0.8828125,4.39,0.04514973983168602,0.16718749999999716,600,90,1,tone,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
193,0.8828125,5.07,0.25561848282814026,0.69140625,600,90,2,noise,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
200,0.8828125,0.03,0.10326822847127914,0.5,600,90,2,noise,350,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
214,0.8828125,0.02,0.03675781190395355,0.1640625,600,90,2,noise,350,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
220,0.8828125,5.74,0.02018880285322666,0.08203125,600,90,2,noise,350,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
222,0.8828125,2.4,0.06623698025941849,0.3984375,600,90,2,noise,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
227,0.8828125,3.63,0.3276888132095337,0.7734375,600,90,2,noise,700,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
256,0.8828125,5.73,0.16939453780651093,0.69140625,600,90,2,noise,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
393,0.8828125,4.97,0.21460285782814026,0.7734375,600,120,1,noise,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
423,0.8828125,2.35,0.22166015207767487,0.69140625,600,120,1,noise,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
424,0.8828125,0.85,0.08531250059604645,0.3984375,600,120,1,noise,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
447,0.8828125,0.23,0.1305338591337204,0.3984375,600,120,1,noise,700,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
487,0.8828125,0.1,0.2892187535762787,0.7734375,600,120,1,hybrid,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
488,0.8828125,1.6,0.23580728471279144,0.7734375,600,120,1,hybrid,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
25,0.8359375,2.16,0.12307942658662796,0.5050781249999954,600,90,1,noise,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
70,0.8359375,0.19,0.038359373807907104,0.30859375,600,90,1,hybrid,350,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
87,0.8359375,0.19,0.025475259870290756,0.1640625,600,90,1,hybrid,350,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
89,0.8359375,0.19,0.009882812388241291,0.0078125,600,90,1,hybrid,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
102,0.8359375,0.84,0.13983723521232605,0.5,600,90,1,hybrid,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
110,0.8359375,4.39,0.02805989608168602,0.11953124999999787,600,90,1,hybrid,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
117,0.8359375,0.12,0.07962239533662796,0.3984375,600,90,1,hybrid,700,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
120,0.8359375,4.17,0.1130598932504654,0.5,600,90,1,hybrid,700,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
203,0.8359375,2.42,0.12390624731779099,0.5,600,90,2,noise,350,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
217,0.8359375,4.64,0.09074869751930237,0.3984375,600,90,2,noise,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
219,0.8359375,2.45,0.18682292103767395,0.69140625,600,90,2,noise,350,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
235,0.8359375,5.05,0.0855598971247673,0.3984375,600,90,2,noise,700,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
248,0.8359375,0.03,0.07567708194255829,0.3984375,600,90,2,noise,700,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
250,0.8359375,4.07,0.07380859553813934,0.5,600,90,2,noise,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
307,0.8359375,5.4,0.12859374284744263,0.5,600,90,2,hybrid,700,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
395,0.8359375,0.72,0.16869141161441803,0.6015625,600,120,1,noise,350,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
407,0.8359375,1.1,0.19212891161441803,0.5050781249999954,600,120,1,noise,350,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
409,0.8359375,0.1,0.1287499964237213,0.5,600,120,1,noise,350,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
410,0.8359375,0.13,0.08319010585546494,0.5,600,120,1,noise,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
439,0.8359375,5.71,0.15966796875,0.5,600,120,1,noise,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
489,0.8359375,0.1,0.021145833656191826,0.08203125,600,120,1,hybrid,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
4,0.7734375,1.44,0.17791014909744263,0.6015625,600,90,1,noise,350,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
7,0.7734375,0.92,0.1681901067495346,0.5,600,90,1,noise,350,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
47,0.7734375,3.0,0.14948567748069763,0.5,600,90,1,noise,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
56,0.7734375,2.33,0.10583333671092987,0.3984375,600,90,1,noise,700,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
72,0.7734375,0.19,0.029902344569563866,0.1640625,600,90,1,hybrid,350,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
73,0.7734375,0.19,0.011914062313735485,0.0234375,600,90,1,hybrid,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
105,0.7734375,0.17,0.011966145597398281,0.0390625,600,90,1,hybrid,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
119,0.7734375,0.84,0.13546223938465118,0.5,600,90,1,hybrid,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
121,0.7734375,0.17,0.010104166343808174,0.01171875,600,90,1,hybrid,700,12,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
127,0.7734375,1.72,0.05123046785593033,0.2265625,600,90,1,hybrid,700,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
216,0.7734375,0.03,0.06438151001930237,0.30859375,600,90,2,noise,350,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
246,0.7734375,0.05,0.04837890714406967,0.2265625,600,90,2,noise,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
251,0.7734375,1.69,0.09491536766290665,0.5,600,90,2,noise,700,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
257,0.7734375,0.02,0.013808594085276127,0.0390625,600,90,2,hybrid,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
390,0.7734375,4.6000000000000005,0.06959635764360428,0.3984375,600,120,1,noise,350,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
438,0.7734375,1.59,0.05035156384110451,0.2265625,600,120,1,noise,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
442,0.7734375,2.23,0.08958984166383743,0.5,600,120,1,noise,700,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
449,0.7734375,0.22,0.012376301921904087,0.0234375,600,120,1,hybrid,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
495,0.7734375,5.23,0.04126952961087227,0.2265625,600,120,1,hybrid,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
6,0.69140625,2.17,0.07156901061534882,0.30859375,600,90,1,noise,350,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
23,0.69140625,2.02,0.1071549504995346,0.3984375,600,90,1,noise,350,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
42,0.69140625,2.38,0.03850260376930237,0.1640625,600,90,1,noise,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
55,0.69140625,3.42,0.12126301974058151,0.3984375,600,90,1,noise,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
88,0.69140625,0.86,0.03033854253590107,0.2265625,600,90,1,hybrid,350,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
112,0.69140625,4.3500000000000005,0.04716145992279053,0.2265625,600,90,1,hybrid,700,6,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
187,0.69140625,0.39,0.015162760391831398,0.0546875,600,90,1,tone,700,12,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
189,0.69140625,0.39,0.015162760391831398,0.0546875,600,90,1,tone,700,12,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
191,0.69140625,0.39,0.015162760391831398,0.0546875,600,90,1,tone,700,12,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
202,0.69140625,1.74,0.027194010093808174,0.1640625,600,90,2,noise,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
218,0.69140625,3.41,0.0374348945915699,0.2265625,600,90,2,noise,350,12,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
230,0.69140625,0.05,0.04488932341337204,0.2265625,600,90,2,noise,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
308,0.69140625,0.07,0.06397135555744171,0.30859375,600,90,2,hybrid,700,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
392,0.69140625,3.71,0.06789062172174454,0.30859375,600,120,1,noise,350,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
406,0.69140625,3.6,0.05113932117819786,0.2265625,600,120,1,noise,350,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
408,0.69140625,1.7,0.07168620079755783,0.3984375,600,120,1,noise,350,12,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
422,0.69140625,0.22,0.07513020932674408,0.30859375,600,120,1,noise,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
494,0.69140625,3.23,0.02652994729578495,0.1640625,600,120,1,hybrid,700,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
40,0.6015625,1.67,0.09249348938465118,0.30859375,600,90,1,noise,700,6,25,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
54,0.6015625,0.16,0.06657551974058151,0.30859375,600,90,1,noise,700,12,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
78,0.6015625,1.04,0.018203124403953552,0.08203125,600,90,1,hybrid,350,6,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
94,0.6015625,4.39,0.01776692643761635,0.08203125,600,90,1,hybrid,350,12,60,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
109,0.6015625,4.39,0.011497396044433117,0.0546875,600,90,1,hybrid,700,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
128,0.6015625,1.69,0.025891928002238274,0.1640625,600,90,1,hybrid,700,12,60,1500,5500,0.03,0,0,0,0,0,0,0,0,0,0
204,0.6015625,3.45,0.028235677629709244,0.11953124999999787,600,90,2,noise,350,6,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
252,0.6015625,0.74,0.04065104201436043,0.2265625,600,90,2,noise,700,12,60,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
293,0.6015625,0.11,0.015729166567325592,0.03984374999999929,600,90,2,hybrid,700,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
306,0.6015625,0.4,0.06138671934604645,0.2265625,600,90,2,hybrid,700,12,25,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
329,0.6015625,0.62,0.009941406548023224,0.0390625,600,90,2,tone,350,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
426,0.6015625,5.11,0.03548828139901161,0.1640625,600,120,1,noise,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
69,0.5,2.19,0.02363281324505806,0.1640625,600,90,1,hybrid,350,6,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
71,0.5,0.19,0.017714843153953552,0.1171875,600,90,1,hybrid,350,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
85,0.5,2.86,0.012070312164723873,0.0546875,600,90,1,hybrid,350,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
198,0.5,0.35000000000000003,0.03918619826436043,0.1640625,600,90,2,noise,350,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
234,0.5,0.05,0.014999999664723873,0.1171875,600,90,2,noise,700,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
331,0.5,0.05,0.018678385764360428,0.1171875,600,90,2,tone,350,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
333,0.5,0.05,0.018678385764360428,0.1171875,600,90,2,tone,350,6,60,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
335,0.5,0.05,0.018678385764360428,0.1171875,600,90,2,tone,350,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
337,0.5,0.05,0.030494792386889458,0.1171875,600,90,2,tone,350,12,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
339,0.5,0.63,0.025279948487877846,0.1171875,600,90,2,tone,350,12,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
341,0.5,0.63,0.025279948487877846,0.1171875,600,90,2,tone,350,12,25,1500,3500,0.01,0,0,0,0,0,0,0,0,0,0
343,0.5,0.63,0.025279948487877846,0.1171875,600,90,2,tone,350,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
394,0.5,0.13,0.031191406771540642,0.1640625,600,120,1,noise,350,6,60,900,3500,0.03,0,0,0,0,0,0,0,0,0,0
38,0.3984375,4.26,0.047604165971279144,0.1640625,600,90,1,noise,700,6,25,1500,3500,0.03,0,0,0,0,0,0,0,0,0,0
65,0.3984375,0.18,0.015781249850988388,0.0837890624999984,600,90,1,hybrid,350,6,25,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
111,0.3984375,1.02,0.03444661572575569,0.1640625,600,90,1,hybrid,700,6,60,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
297,0.3984375,1.06,0.007031249813735485,0.015625,600,90,2,hybrid,700,6,60,900,3500,0.01,0,0,0,0,0,0,0,0,0,0
311,0.3984375,1.3800000000000001,0.015058593824505806,0.0546875,600,90,2,hybrid,700,12,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
67,0.30859375,4.18,0.012044270522892475,0.08203125,600,90,1,hybrid,350,6,25,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
68,0.30859375,0.85,0.012187499552965164,0.08203125,600,90,1,hybrid,350,6,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
84,0.30859375,2.19,0.010917969048023224,0.08203125,600,90,1,hybrid,350,12,25,900,5500,0.03,0,0,0,0,0,0,0,0,0,0
107,0.30859375,2.84,0.012246093712747097,0.08203125,600,90,1,hybrid,700,6,60,900,5500,0.01,0,0,0,0,0,0,0,0,0,0
295,0.30859375,1.37,0.05530599132180214,0.2265625,600,90,2,hybrid,700,6,25,1500,5500,0.01,0,0,0,0,0,0,0,0,0,0
